indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,aaRate10Kpy,count,cRate10K,cRate10Kpy,dailyMean
Hospitalizations,New York State,2010,Month,2,AgeGroup,35+,2.28,29.7154,2557,2.45,31.968,91.321
Hospitalizations,New York State,2010,Month,2,Total,,1.175,15.3111,2575,1.33,17.302,91.964
Hospitalizations,New York State,2010,Month,3,AgeGroup,35+,2.475,29.1366,2785,2.67,31.449,89.839
Hospitalizations,New York State,2010,Month,3,Total,,1.274,14.9989,2802,1.44,17.006,90.387
Hospitalizations,New York State,2010,Month,4,AgeGroup,35+,2.35,28.596,2630,2.52,30.689,87.667
Hospitalizations,New York State,2010,Month,4,Total,,1.219,14.8364,2664,1.37,16.707,88.8
Hospitalizations,New York State,2010,Month,5,AgeGroup,35+,2.389,28.1317,2687,2.58,30.342,86.677
Hospitalizations,New York State,2010,Month,5,Total,,1.235,14.5444,2714,1.4,16.472,87.548
Hospitalizations,New York State,2010,Month,6,AgeGroup,35+,2.249,27.367,2516,2.41,29.359,83.867
Hospitalizations,New York State,2010,Month,6,Total,,1.164,14.1601,2543,1.31,15.948,84.767
Hospitalizations,New York State,2010,Month,7,AgeGroup,35+,2.364,27.8399,2662,2.55,30.06,85.871
Hospitalizations,New York State,2010,Month,7,Total,,1.214,14.2903,2672,1.38,16.217,86.194
Hospitalizations,New York State,2010,Month,8,AgeGroup,35+,2.287,26.9279,2573,2.47,29.055,83.0
Hospitalizations,New York State,2010,Month,8,Total,,1.178,13.8736,2591,1.34,15.725,83.581
Hospitalizations,New York State,2010,Month,9,AgeGroup,35+,2.29,27.856,2575,2.47,30.047,85.833
Hospitalizations,New York State,2010,Month,9,Total,,1.187,14.437,2606,1.34,16.343,86.867
Hospitalizations,New York State,2010,Total,,Total,,14.728,14.7283,32359,16.68,16.68,88.655
Hospitalizations,New York State,2010-2012,AgeGroup,0-34,Total,,,,775,0.86,0.287,0.707
Hospitalizations,New York State,2010-2012,AgeGroup,35+,Total,,83.904,27.968,95791,91.3,30.433,87.401
Hospitalizations,New York State,2010-2012,AgeGroup,35-44,Total,,,,3984,15.54,5.179,3.635
Hospitalizations,New York State,2010-2012,AgeGroup,45-54,Total,,,,13293,46.43,15.476,12.129
Hospitalizations,New York State,2010-2012,AgeGroup,55-64,Total,,,,20269,85.34,28.447,18.494
Hospitalizations,New York State,2010-2012,AgeGroup,65-74,Total,,,,20168,142.18,47.394,18.401
Hospitalizations,New York State,2010-2012,AgeGroup,75-84,Total,,,,21129,244.07,81.357,19.278
Hospitalizations,New York State,2010-2012,AgeGroup,85+,Total,,,,16948,417.88,139.293,15.464
Hospitalizations,New York State,2010-2012,Month,1,AgeGroup,35+,7.316,28.7383,8369,7.98,31.334,89.989
Hospitalizations,New York State,2010-2012,Month,1,Total,,3.771,14.8138,8431,4.33,16.992,90.656
Hospitalizations,New York State,2010-2012,Month,10,AgeGroup,35+,7.197,28.2724,8204,7.82,30.716,88.215
Hospitalizations,New York State,2010-2012,Month,10,Total,,3.705,14.5531,8255,4.24,16.638,88.763
Hospitalizations,New York State,2010-2012,Month,11,AgeGroup,35+,7.101,28.8268,8113,7.73,31.388,90.144
Hospitalizations,New York State,2010-2012,Month,11,Total,,3.665,14.8755,8181,4.2,17.038,90.9
Hospitalizations,New York State,2010-2012,Month,12,AgeGroup,35+,7.517,29.5286,8596,8.19,32.184,92.43
Hospitalizations,New York State,2010-2012,Month,12,Total,,3.882,15.2484,8672,4.45,17.478,93.247
Hospitalizations,New York State,2010-2012,Month,2,AgeGroup,35+,6.674,28.6837,7623,7.27,31.227,89.682
Hospitalizations,New York State,2010-2012,Month,2,Total,,3.444,14.8031,7687,3.94,16.951,90.435
Hospitalizations,New York State,2010-2012,Month,3,AgeGroup,35+,7.354,28.8882,8392,8.0,31.42,90.237
Hospitalizations,New York State,2010-2012,Month,3,Total,,3.792,14.8946,8456,4.34,17.043,90.925
Hospitalizations,New York State,2010-2012,Month,4,AgeGroup,35+,6.816,27.6695,7781,7.42,30.104,86.456
Hospitalizations,New York State,2010-2012,Month,4,Total,,3.521,14.2931,7853,4.03,16.355,87.256
Hospitalizations,New York State,2010-2012,Month,5,AgeGroup,35+,7.274,28.5751,8291,7.9,31.042,89.151
Hospitalizations,New York State,2010-2012,Month,5,Total,,3.755,14.7501,8363,4.29,16.855,89.925
Hospitalizations,New York State,2010-2012,Month,6,AgeGroup,35+,6.671,27.078,7592,7.24,29.372,84.356
Hospitalizations,New York State,2010-2012,Month,6,Total,,3.445,13.986,7662,3.93,15.957,85.133
Hospitalizations,New York State,2010-2012,Month,7,AgeGroup,35+,6.747,26.5036,7707,7.35,28.855,82.871
Hospitalizations,New York State,2010-2012,Month,7,Total,,3.473,13.6432,7756,3.98,15.632,83.398
Hospitalizations,New York State,2010-2012,Month,8,AgeGroup,35+,6.591,25.8935,7544,7.19,28.245,81.118
Hospitalizations,New York State,2010-2012,Month,8,Total,,3.397,13.3432,7598,3.9,15.313,81.699
Hospitalizations,New York State,2010-2012,Month,9,AgeGroup,35+,6.646,26.9772,7579,7.22,29.322,84.211
Hospitalizations,New York State,2010-2012,Month,9,Total,,3.434,13.9411,7652,3.93,15.936,85.022
Hospitalizations,New York State,2011,AgeGroup,0-34,Total,,,,259,0.29,0.288,0.71
Hospitalizations,New York State,2011,AgeGroup,35+,Total,,27.451,27.4508,31274,29.81,29.81,85.682
Hospitalizations,New York State,2011,AgeGroup,35-44,Total,,,,1308,5.11,5.11,3.584
Hospitalizations,New York State,2011,AgeGroup,45-54,Total,,,,4441,15.48,15.477,12.167
Hospitalizations,New York State,2011,AgeGroup,55-64,Total,,,,6485,27.14,27.136,17.767
Hospitalizations,New York State,2011,AgeGroup,65-74,Total,,,,6640,47.36,47.36,18.192
Hospitalizations,New York State,2011,AgeGroup,75-84,Total,,,,6828,78.92,78.917,18.707
Hospitalizations,New York State,2011,AgeGroup,85+,Total,,,,5572,137.56,137.562,15.266
Hospitalizations,New York State,2011,Month,1,AgeGroup,35+,2.546,29.9773,2905,2.77,32.603,93.71
Hospitalizations,New York State,2011,Month,1,Total,,1.308,15.4053,2919,1.5,17.626,94.161
Hospitalizations,New York State,2011,Month,10,AgeGroup,35+,2.324,27.3657,2641,2.52,29.64,85.194
Hospitalizations,New York State,2011,Month,10,Total,,1.197,14.0971,2659,1.36,16.056,85.774
Hospitalizations,New York State,2011,Month,11,AgeGroup,35+,2.304,28.0364,2628,2.5,30.477,87.6
Hospitalizations,New York State,2011,Month,11,Total,,1.187,14.4453,2647,1.36,16.517,88.233
Hospitalizations,New York State,2011,Month,12,AgeGroup,35+,2.31,27.2042,2626,2.5,29.472,84.71
Hospitalizations,New York State,2011,Month,12,Total,,1.198,14.1102,2659,1.36,16.056,85.774
Hospitalizations,New York State,2011,Month,2,AgeGroup,35+,2.2,28.6758,2509,2.39,31.176,89.607
Hospitalizations,New York State,2011,Month,2,Total,,1.137,14.8189,2533,1.3,16.934,90.464
Hospitalizations,New York State,2011,Month,3,AgeGroup,35+,2.451,28.8639,2791,2.66,31.324,90.032
Hospitalizations,New York State,2011,Month,3,Total,,1.265,14.8944,2815,1.44,16.998,90.806
Hospitalizations,New York State,2011,Month,4,AgeGroup,35+,2.223,27.046,2553,2.43,29.608,85.1
Hospitalizations,New York State,2011,Month,4,Total,,1.145,13.926,2570,1.32,16.036,85.667
Hospitalizations,New York State,2011,Month,5,AgeGroup,35+,2.519,29.662,2855,2.72,32.042,92.097
Hospitalizations,New York State,2011,Month,5,Total,,1.301,15.3171,2881,1.48,17.397,92.935
Hospitalizations,New York State,2011,Month,6,AgeGroup,35+,2.185,26.5832,2486,2.37,28.831,82.867
Hospitalizations,New York State,2011,Month,6,Total,,1.128,13.7187,2507,1.29,15.643,83.567
Hospitalizations,New York State,2011,Month,7,AgeGroup,35+,2.103,24.7561,2393,2.28,26.857,77.194
Hospitalizations,New York State,2011,Month,7,Total,,1.086,12.7905,2416,1.24,14.589,77.935
Hospitalizations,New York State,2011,Month,8,AgeGroup,35+,2.14,25.1946,2445,2.33,27.44,78.871
Hospitalizations,New York State,2011,Month,8,Total,,1.104,12.9955,2464,1.26,14.879,79.484
Hospitalizations,New York State,2011,Month,9,AgeGroup,35+,2.145,26.0968,2442,2.33,28.32,81.4
Hospitalizations,New York State,2011,Month,9,Total,,1.107,13.4701,2463,1.26,15.369,82.1
Hospitalizations,New York State,2011,Total,,Total,,14.163,14.1634,31533,16.17,16.172,86.392
Hospitalizations,New York State,2011-2013,AgeGroup,0-34,Total,,,,724,0.8,0.268,0.661
Hospitalizations,New York State,2011-2013,AgeGroup,35+,Total,,81.444,27.1481,94402,89.44,29.812,86.133
Hospitalizations,New York State,2011-2013,AgeGroup,35-44,Total,,,,3849,15.19,5.064,3.512
Hospitalizations,New York State,2011-2013,AgeGroup,45-54,Total,,,,13106,46.16,15.388,11.958
Hospitalizations,New York State,2011-2013,AgeGroup,55-64,Total,,,,20269,83.74,27.913,18.494
Hospitalizations,New York State,2011-2013,AgeGroup,65-74,Total,,,,20461,138.36,46.119,18.669
Hospitalizations,New York State,2011-2013,AgeGroup,75-84,Total,,,,20235,233.42,77.807,18.463
Hospitalizations,New York State,2011-2013,AgeGroup,85+,Total,,,,16482,396.1,132.034,15.038
Hospitalizations,New York State,2011-2013,Month,1,AgeGroup,35+,7.41,29.1086,8624,8.17,32.096,92.731
Hospitalizations,New York State,2011-2013,Month,1,Total,,3.815,14.9867,8679,4.44,17.424,93.323
Hospitalizations,New York State,2011-2013,Month,10,AgeGroup,35+,6.918,27.1746,8003,7.58,29.785,86.054
Hospitalizations,New York State,2011-2013,Month,10,Total,,3.561,13.9904,8054,4.12,16.169,86.602
Hospitalizations,New York State,2011-2013,Month,11,AgeGroup,35+,6.827,27.7128,7922,7.51,30.466,88.022
Hospitalizations,New York State,2011-2013,Month,11,Total,,3.522,14.2956,7986,4.08,16.567,88.733
Hospitalizations,New York State,2011-2013,Month,12,AgeGroup,35+,7.177,28.1951,8305,7.87,30.909,89.301
Hospitalizations,New York State,2011-2013,Month,12,Total,,3.706,14.5572,8377,4.28,16.818,90.075
Hospitalizations,New York State,2011-2013,Month,2,AgeGroup,35+,6.375,27.4021,7416,7.03,30.198,87.247
Hospitalizations,New York State,2011-2013,Month,2,Total,,3.291,14.1453,7480,3.82,16.43,88.0
Hospitalizations,New York State,2011-2013,Month,3,AgeGroup,35+,7.043,27.6658,8151,7.72,30.336,87.645
Hospitalizations,New York State,2011-2013,Month,3,Total,,3.631,14.2645,8214,4.2,16.491,88.323
Hospitalizations,New York State,2011-2013,Month,4,AgeGroup,35+,6.641,26.9567,7696,7.29,29.597,85.511
Hospitalizations,New York State,2011-2013,Month,4,Total,,3.427,13.9101,7761,3.97,16.101,86.233
Hospitalizations,New York State,2011-2013,Month,5,AgeGroup,35+,7.224,28.3793,8343,7.9,31.05,89.71
Hospitalizations,New York State,2011-2013,Month,5,Total,,3.729,14.6491,8415,4.3,16.894,90.484
Hospitalizations,New York State,2011-2013,Month,6,AgeGroup,35+,6.429,26.0964,7451,7.06,28.655,82.789
Hospitalizations,New York State,2011-2013,Month,6,Total,,3.315,13.4562,7509,3.84,15.578,83.433
Hospitalizations,New York State,2011-2013,Month,7,AgeGroup,35+,6.469,25.4138,7495,7.1,27.894,80.591
Hospitalizations,New York State,2011-2013,Month,7,Total,,3.332,13.0908,7547,3.86,15.152,81.151
Hospitalizations,New York State,2011-2013,Month,8,AgeGroup,35+,6.434,25.2763,7488,7.09,27.868,80.516
Hospitalizations,New York State,2011-2013,Month,8,Total,,3.317,13.0292,7543,3.85,15.143,81.108
Hospitalizations,New York State,2011-2013,Month,9,AgeGroup,35+,6.496,26.371,7508,7.11,28.874,83.422
Hospitalizations,New York State,2011-2013,Month,9,Total,,3.347,13.5866,7561,3.86,15.686,84.011
Hospitalizations,New York State,2012,AgeGroup,0-34,Total,,,,245,0.27,0.272,0.669
Hospitalizations,New York State,2012,AgeGroup,35+,Total,,27.93,27.9296,32429,30.71,30.713,88.604
Hospitalizations,New York State,2012,AgeGroup,35-44,Total,,,,1303,5.14,5.143,3.56
Hospitalizations,New York State,2012,AgeGroup,45-54,Total,,,,4413,15.53,15.533,12.057
Hospitalizations,New York State,2012,AgeGroup,55-64,Total,,,,7049,29.18,29.175,19.26
Hospitalizations,New York State,2012,AgeGroup,65-74,Total,,,,6961,46.88,46.877,19.019
Hospitalizations,New York State,2012,AgeGroup,75-84,Total,,,,7002,80.88,80.875,19.131
Hospitalizations,New York State,2012,AgeGroup,85+,Total,,,,5701,136.64,136.644,15.577
Hospitalizations,New York State,2012,Month,1,AgeGroup,35+,2.346,27.696,2737,2.59,30.605,88.29
Hospitalizations,New York State,2012,Month,1,Total,,1.211,14.2921,2760,1.41,16.647,89.032
Hospitalizations,New York State,2012,Month,10,AgeGroup,35+,2.393,28.253,2767,2.62,30.94,89.258
Hospitalizations,New York State,2012,Month,10,Total,,1.231,14.5394,2784,1.42,16.792,89.806
Hospitalizations,New York State,2012,Month,11,AgeGroup,35+,2.466,30.0822,2861,2.71,33.058,95.367
Hospitalizations,New York State,2012,Month,11,Total,,1.274,15.5372,2887,1.47,17.993,96.233
Hospitalizations,New York State,2012,Month,12,AgeGroup,35+,2.594,30.6268,3014,2.85,33.702,97.226
Hospitalizations,New York State,2012,Month,12,Total,,1.335,15.7633,3032,1.55,18.288,97.806
Hospitalizations,New York State,2012,Month,2,AgeGroup,35+,2.196,27.7173,2557,2.42,30.564,88.172
Hospitalizations,New York State,2012,Month,2,Total,,1.134,14.3079,2579,1.32,16.628,88.931
Hospitalizations,New York State,2012,Month,3,AgeGroup,35+,2.43,28.6858,2816,2.67,31.488,90.839
Hospitalizations,New York State,2012,Month,3,Total,,1.254,14.8013,2839,1.45,17.124,91.581
Hospitalizations,New York State,2012,Month,4,AgeGroup,35+,2.244,27.3764,2598,2.46,30.019,86.6
Hospitalizations,New York State,2012,Month,4,Total,,1.158,14.124,2619,1.34,16.323,87.3
Hospitalizations,New York State,2012,Month,5,AgeGroup,35+,2.367,27.9426,2749,2.6,30.739,88.677
Hospitalizations,New York State,2012,Month,5,Total,,1.219,14.3952,2768,1.41,16.695,89.29
Hospitalizations,New York State,2012,Month,6,AgeGroup,35+,2.236,27.2771,2590,2.45,29.926,86.333
Hospitalizations,New York State,2012,Month,6,Total,,1.154,14.0761,2612,1.33,16.28,87.067
Hospitalizations,New York State,2012,Month,7,AgeGroup,35+,2.281,26.9325,2652,2.51,29.654,85.548
Hospitalizations,New York State,2012,Month,7,Total,,1.174,13.857,2668,1.36,16.092,86.065
Hospitalizations,New York State,2012,Month,8,AgeGroup,35+,2.165,25.5633,2526,2.39,28.245,81.484
Hospitalizations,New York State,2012,Month,8,Total,,1.115,13.1636,2543,1.3,15.338,82.032
Hospitalizations,New York State,2012,Month,9,AgeGroup,35+,2.212,26.9882,2562,2.43,29.603,85.4
Hospitalizations,New York State,2012,Month,9,Total,,1.141,13.9224,2583,1.32,16.099,86.1
Hospitalizations,New York State,2012,Total,,Total,,14.399,14.3986,32674,16.69,16.692,89.273
Hospitalizations,New York State,2012-2014,AgeGroup,0-34,Total,,,,654,0.73,0.242,0.597
Hospitalizations,New York State,2012-2014,AgeGroup,35+,Total,,79.507,26.5023,93672,88.25,29.416,85.467
Hospitalizations,New York State,2012-2014,AgeGroup,35-44,Total,,,,3771,15.04,5.012,3.441
Hospitalizations,New York State,2012-2014,AgeGroup,45-54,Total,,,,12812,45.66,15.221,11.69
Hospitalizations,New York State,2012-2014,AgeGroup,55-64,Total,,,,20690,84.27,28.09,18.878
Hospitalizations,New York State,2012-2014,AgeGroup,65-74,Total,,,,20855,134.64,44.878,19.028
Hospitalizations,New York State,2012-2014,AgeGroup,75-84,Total,,,,19578,224.88,74.961,17.863
Hospitalizations,New York State,2012-2014,AgeGroup,85+,Total,,,,15966,374.66,124.888,14.568
Hospitalizations,New York State,2012-2014,Month,1,AgeGroup,35+,7.178,28.1969,8484,7.99,31.398,91.226
Hospitalizations,New York State,2012-2014,Month,1,Total,,3.695,14.5163,8537,4.35,17.093,91.796
Hospitalizations,New York State,2012-2014,Month,10,AgeGroup,35+,6.709,26.3537,7906,7.45,29.259,85.011
Hospitalizations,New York State,2012-2014,Month,10,Total,,3.453,13.5626,7954,4.05,15.926,85.527
Hospitalizations,New York State,2012-2014,Month,11,AgeGroup,35+,6.586,26.7329,7767,7.32,29.702,86.3
Hospitalizations,New York State,2012-2014,Month,11,Total,,3.396,13.785,7827,3.99,16.194,86.967
Hospitalizations,New York State,2012-2014,Month,12,AgeGroup,35+,7.041,27.659,8301,7.82,30.721,89.258
Hospitalizations,New York State,2012-2014,Month,12,Total,,3.628,14.2538,8359,4.26,16.737,89.882
Hospitalizations,New York State,2012-2014,Month,2,AgeGroup,35+,6.24,26.8218,7366,6.94,29.826,86.659
Hospitalizations,New York State,2012-2014,Month,2,Total,,3.213,13.8112,7414,3.78,16.242,87.224
Hospitalizations,New York State,2012-2014,Month,3,AgeGroup,35+,6.756,26.5403,7939,7.48,29.381,85.366
Hospitalizations,New York State,2012-2014,Month,3,Total,,3.478,13.6616,7988,4.07,15.994,85.892
Hospitalizations,New York State,2012-2014,Month,4,AgeGroup,35+,6.597,26.7806,7757,7.31,29.664,86.189
Hospitalizations,New York State,2012-2014,Month,4,Total,,3.402,13.8079,7816,3.98,16.171,86.844
Hospitalizations,New York State,2012-2014,Month,5,AgeGroup,35+,6.825,26.8127,8030,7.56,29.718,86.344
Hospitalizations,New York State,2012-2014,Month,5,Total,,3.525,13.847,8102,4.13,16.222,87.118
Hospitalizations,New York State,2012-2014,Month,6,AgeGroup,35+,6.352,25.784,7481,7.05,28.609,83.122
Hospitalizations,New York State,2012-2014,Month,6,Total,,3.275,13.2961,7540,3.84,15.6,83.778
Hospitalizations,New York State,2012-2014,Month,7,AgeGroup,35+,6.476,25.4381,7603,7.16,28.137,81.753
Hospitalizations,New York State,2012-2014,Month,7,Total,,3.331,13.0855,7646,3.9,15.309,82.215
Hospitalizations,New York State,2012-2014,Month,8,AgeGroup,35+,6.266,24.6133,7417,6.99,27.449,79.753
Hospitalizations,New York State,2012-2014,Month,8,Total,,3.229,12.6856,7471,3.81,14.959,80.333
Hospitalizations,New York State,2012-2014,Month,9,AgeGroup,35+,6.481,26.3089,7621,7.18,29.144,84.678
Hospitalizations,New York State,2012-2014,Month,9,Total,,3.338,13.5496,7672,3.91,15.873,85.244
Hospitalizations,New York State,2013,AgeGroup,0-34,Total,,,,220,0.24,0.244,0.603
Hospitalizations,New York State,2013,AgeGroup,35+,Total,,26.09,26.0901,30699,28.92,28.919,84.107
Hospitalizations,New York State,2013,AgeGroup,35-44,Total,,,,1238,4.94,4.936,3.392
Hospitalizations,New York State,2013,AgeGroup,45-54,Total,,,,4252,15.15,15.149,11.649
Hospitalizations,New York State,2013,AgeGroup,55-64,Total,,,,6735,27.43,27.428,18.452
Hospitalizations,New York State,2013,AgeGroup,65-74,Total,,,,6860,44.27,44.269,18.795
Hospitalizations,New York State,2013,AgeGroup,75-84,Total,,,,6405,73.65,73.649,17.548
Hospitalizations,New York State,2013,AgeGroup,85+,Total,,,,5209,122.26,122.264,14.271
Hospitalizations,New York State,2013,Month,1,AgeGroup,35+,2.518,29.6468,2982,2.81,33.074,96.194
Hospitalizations,New York State,2013,Month,1,Total,,1.296,15.2593,3000,1.53,17.996,96.774
Hospitalizations,New York State,2013,Month,10,AgeGroup,35+,2.204,25.9521,2595,2.44,28.782,83.71
Hospitalizations,New York State,2013,Month,10,Total,,1.135,13.3589,2611,1.33,15.662,84.226
Hospitalizations,New York State,2013,Month,11,AgeGroup,35+,2.062,25.0885,2433,2.29,27.885,81.1
Hospitalizations,New York State,2013,Month,11,Total,,1.063,12.9388,2452,1.25,15.199,81.733
Hospitalizations,New York State,2013,Month,12,AgeGroup,35+,2.273,26.7572,2665,2.51,29.558,85.968
Hospitalizations,New York State,2013,Month,12,Total,,1.172,13.8005,2686,1.37,16.112,86.645
Hospitalizations,New York State,2013,Month,2,AgeGroup,35+,1.983,25.8471,2350,2.21,28.857,83.929
Hospitalizations,New York State,2013,Month,2,Total,,1.022,13.3277,2368,1.21,15.727,84.571
Hospitalizations,New York State,2013,Month,3,AgeGroup,35+,2.165,25.4908,2544,2.4,28.216,82.065
Hospitalizations,New York State,2013,Month,3,Total,,1.114,13.1207,2560,1.3,15.357,82.581
Hospitalizations,New York State,2013,Month,4,AgeGroup,35+,2.175,26.4576,2545,2.4,29.168,84.833
Hospitalizations,New York State,2013,Month,4,Total,,1.125,13.6849,2572,1.31,15.943,85.733
Hospitalizations,New York State,2013,Month,5,AgeGroup,35+,2.341,27.5666,2739,2.58,30.379,88.355
Hospitalizations,New York State,2013,Month,5,Total,,1.21,14.2517,2766,1.41,16.592,89.226
Hospitalizations,New York State,2013,Month,6,AgeGroup,35+,2.013,24.4887,2375,2.24,27.22,79.167
Hospitalizations,New York State,2013,Month,6,Total,,1.036,12.605,2390,1.22,14.815,79.667
Hospitalizations,New York State,2013,Month,7,AgeGroup,35+,2.087,24.5739,2450,2.31,27.174,79.032
Hospitalizations,New York State,2013,Month,7,Total,,1.073,12.6359,2463,1.25,14.775,79.452
Hospitalizations,New York State,2013,Month,8,AgeGroup,35+,2.129,25.0717,2517,2.37,27.917,81.194
Hospitalizations,New York State,2013,Month,8,Total,,1.098,12.9289,2536,1.29,15.213,81.806
Hospitalizations,New York State,2013,Month,9,AgeGroup,35+,2.141,26.0428,2504,2.36,28.698,83.467
Hospitalizations,New York State,2013,Month,9,Total,,1.099,13.3762,2515,1.28,15.59,83.833
Hospitalizations,New York State,2013,Total,,Total,,13.445,13.4448,30919,15.75,15.752,84.71
Hospitalizations,New York State,2013-2015,AgeGroup,0-34,Total,,,,642,0.72,0.238,0.586
Hospitalizations,New York State,2013-2015,AgeGroup,35+,Total,,76.685,25.5617,91588,85.84,28.613,83.642
Hospitalizations,New York State,2013-2015,AgeGroup,35-44,Total,,,,3662,14.75,4.916,3.344
Hospitalizations,New York State,2013-2015,AgeGroup,45-54,Total,,,,12647,45.66,15.222,11.55
Hospitalizations,New York State,2013-2015,AgeGroup,55-64,Total,,,,20733,83.11,27.702,18.934
Hospitalizations,New York State,2013-2015,AgeGroup,65-74,Total,,,,20927,129.88,43.293,19.111
Hospitalizations,New York State,2013-2015,AgeGroup,75-84,Total,,,,18692,213.26,71.088,17.07
Hospitalizations,New York State,2013-2015,AgeGroup,85+,Total,,,,14927,343.32,114.439,13.632
Hospitalizations,New York State,2013-2015,Month,1,AgeGroup,35+,7.081,27.7908,8485,7.95,31.211,91.237
Hospitalizations,New York State,2013-2015,Month,1,Total,,3.643,14.2983,8533,4.34,17.044,91.753
Hospitalizations,New York State,2013-2015,Month,10,AgeGroup,35+,6.434,25.2509,7702,7.22,28.331,82.817
Hospitalizations,New York State,2013-2015,Month,10,Total,,3.312,13.0006,7751,3.94,15.482,83.344
Hospitalizations,New York State,2013-2015,Month,11,AgeGroup,35+,6.167,25.0112,7382,6.92,28.059,82.022
Hospitalizations,New York State,2013-2015,Month,11,Total,,3.175,12.877,7429,3.78,15.334,82.544
Hospitalizations,New York State,2013-2015,Month,12,AgeGroup,35+,6.628,26.014,7936,7.44,29.192,85.333
Hospitalizations,New York State,2013-2015,Month,12,Total,,3.417,13.4092,7993,4.07,15.966,85.946
Hospitalizations,New York State,2013-2015,Month,2,AgeGroup,35+,6.064,26.3496,7263,6.81,29.579,86.464
Hospitalizations,New York State,2013-2015,Month,2,Total,,3.123,13.5699,7311,3.72,16.168,87.036
Hospitalizations,New York State,2013-2015,Month,3,AgeGroup,35+,6.547,25.6959,7800,7.31,28.691,83.871
Hospitalizations,New York State,2013-2015,Month,3,Total,,3.37,13.2257,7847,3.99,15.674,84.376
Hospitalizations,New York State,2013-2015,Month,4,AgeGroup,35+,6.393,25.9281,7628,7.15,28.994,84.756
Hospitalizations,New York State,2013-2015,Month,4,Total,,3.295,13.365,7684,3.91,15.86,85.378
Hospitalizations,New York State,2013-2015,Month,5,AgeGroup,35+,6.545,25.6861,7818,7.33,28.758,84.065
Hospitalizations,New York State,2013-2015,Month,5,Total,,3.386,13.2902,7900,4.02,15.78,84.946
Hospitalizations,New York State,2013-2015,Month,6,AgeGroup,35+,6.189,25.0984,7390,6.93,28.089,82.111
Hospitalizations,New York State,2013-2015,Month,6,Total,,3.194,12.9531,7453,3.79,15.383,82.811
Hospitalizations,New York State,2013-2015,Month,7,AgeGroup,35+,6.222,24.4191,7390,6.93,27.183,79.462
Hospitalizations,New York State,2013-2015,Month,7,Total,,3.203,12.5716,7437,3.79,14.855,79.968
Hospitalizations,New York State,2013-2015,Month,8,AgeGroup,35+,6.111,23.9849,7299,6.84,26.849,78.484
Hospitalizations,New York State,2013-2015,Month,8,Total,,3.15,12.3643,7353,3.74,14.687,79.065
Hospitalizations,New York State,2013-2015,Month,9,AgeGroup,35+,6.304,25.5673,7495,7.02,28.489,83.278
Hospitalizations,New York State,2013-2015,Month,9,Total,,3.244,13.1553,7539,3.84,15.561,83.767
Hospitalizations,New York State,2014,AgeGroup,0-34,Total,,,,189,0.21,0.21,0.518
Hospitalizations,New York State,2014,AgeGroup,35+,Total,,25.525,25.525,30544,28.63,28.627,83.682
Hospitalizations,New York State,2014,AgeGroup,35-44,Total,,,,1230,4.96,4.955,3.37
Hospitalizations,New York State,2014,AgeGroup,45-54,Total,,,,4147,14.97,14.974,11.362
Hospitalizations,New York State,2014,AgeGroup,55-64,Total,,,,6906,27.69,27.691,18.921
Hospitalizations,New York State,2014,AgeGroup,65-74,Total,,,,7034,43.62,43.623,19.271
Hospitalizations,New York State,2014,AgeGroup,75-84,Total,,,,6171,70.42,70.419,16.907
Hospitalizations,New York State,2014,AgeGroup,85+,Total,,,,5056,116.19,116.186,13.852
Hospitalizations,New York State,2014,Month,1,AgeGroup,35+,2.315,27.2571,2765,2.59,30.512,89.194
Hospitalizations,New York State,2014,Month,1,Total,,1.189,14.0023,2777,1.41,16.634,89.581
Hospitalizations,New York State,2014,Month,10,AgeGroup,35+,2.113,24.8804,2544,2.38,28.073,82.065
Hospitalizations,New York State,2014,Month,10,Total,,1.087,12.8019,2559,1.3,15.328,82.548
Hospitalizations,New York State,2014,Month,11,AgeGroup,35+,2.064,25.1075,2473,2.32,28.2,82.433
Hospitalizations,New York State,2014,Month,11,Total,,1.062,12.9202,2488,1.27,15.4,82.933
Hospitalizations,New York State,2014,Month,12,AgeGroup,35+,2.182,25.6867,2622,2.46,28.934,84.581
Hospitalizations,New York State,2014,Month,12,Total,,1.125,13.2462,2641,1.34,15.82,85.194
Hospitalizations,New York State,2014,Month,2,AgeGroup,35+,2.063,26.8887,2459,2.3,30.043,87.821
Hospitalizations,New York State,2014,Month,2,Total,,1.058,13.7918,2467,1.26,16.361,88.107
Hospitalizations,New York State,2014,Month,3,AgeGroup,35+,2.165,25.4855,2579,2.42,28.46,83.194
Hospitalizations,New York State,2014,Month,3,Total,,1.111,13.0846,2589,1.32,15.508,83.516
Hospitalizations,New York State,2014,Month,4,AgeGroup,35+,2.178,26.5036,2614,2.45,29.807,87.133
Hospitalizations,New York State,2014,Month,4,Total,,1.119,13.613,2625,1.34,16.248,87.5
Hospitalizations,New York State,2014,Month,5,AgeGroup,35+,2.121,24.9683,2542,2.38,28.051,82.0
Hospitalizations,New York State,2014,Month,5,Total,,1.097,12.9134,2568,1.31,15.382,82.839
Hospitalizations,New York State,2014,Month,6,AgeGroup,35+,2.108,25.6459,2516,2.36,28.69,83.867
Hospitalizations,New York State,2014,Month,6,Total,,1.088,13.2381,2538,1.29,15.709,84.6
